metric,values,metric_name
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.br-338950f147de', 'device': 'br-338950f147de', 'dimension': 'received', 'family': 'br-338950f147de', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.br-338950f147de', 'device': 'br-338950f147de', 'dimension': 'sent', 'family': 'br-338950f147de', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.docker0', 'device': 'docker0', 'dimension': 'received', 'family': 'docker0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.docker0', 'device': 'docker0', 'dimension': 'sent', 'family': 'docker0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.dummy0', 'device': 'dummy0', 'dimension': 'received', 'family': 'dummy0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.dummy0', 'device': 'dummy0', 'dimension': 'sent', 'family': 'dummy0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.erspan0', 'device': 'erspan0', 'dimension': 'received', 'family': 'erspan0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.erspan0', 'device': 'erspan0', 'dimension': 'sent', 'family': 'erspan0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.eth0', 'device': 'eth0', 'dimension': 'received', 'family': 'eth0', 'instance': 'host.docker.internal:19999', 'interface_type': 'real', 'job': 'netdata'}","[[1742291580, '235.55876'], [1742291640, '230.92604'], [1742291700, '241.753908'], [1742291760, '227.474738'], [1742291820, '242.647134'], [1742291880, '227.693388'], [1742291940, '229.34785'], [1742292000, '232.858546'], [1742292060, '247.073316'], [1742292120, '234.7039'], [1742292180, '273.694114'], [1742292240, '320.258772'], [1742292300, '275.512322'], [1742292360, '312.994472'], [1742292420, '229.63567'], [1742292480, '231.960172'], [1742292540, '263.142994'], [1742292600, '271.545818'], [1742292660, '274.375182'], [1742292720, '289.10746'], [1742292780, '273.162078'], [1742292840, '271.296894'], [1742292900, '274.522106'], [1742292960, '173.117704'], [1742293020, '173.117704'], [1742293080, '173.117704'], [1742293140, '283.888854'], [1742293200, '283.888854'], [1742293260, '283.888854'], [1742293320, '195.630564'], [1742293380, '195.630564'], [1742293440, '195.630564'], [1742293500, '195.630564'], [1742293560, '195.630564'], [1742293680, '273.02617'], [1742293740, '280.895804'], [1742293800, '280.615686'], [1742293860, '284.711908'], [1742293920, '270.965612'], [1742293980, '169.679626'], [1742294040, '169.679626'], [1742294100, '169.679626'], [1742294160, '169.679626'], [1742294220, '169.679626']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.eth0', 'device': 'eth0', 'dimension': 'sent', 'family': 'eth0', 'instance': 'host.docker.internal:19999', 'interface_type': 'real', 'job': 'netdata'}","[[1742291580, '-2031.53734'], [1742291640, '-2030.73768'], [1742291700, '-2030.12364'], [1742291760, '-2029.61406'], [1742291820, '-2032.49646'], [1742291880, '-2030.56734'], [1742291940, '-2030.60764'], [1742292000, '-2080.37072'], [1742292060, '-2035.42698'], [1742292120, '-2039.69498'], [1742292180, '-2329.38416'], [1742292240, '-2214.74646'], [1742292300, '-2134.273'], [1742292360, '-2563.64886'], [1742292420, '-2050.67894'], [1742292480, '-2052.19296'], [1742292540, '-2076.87432'], [1742292600, '-2436.69502'], [1742292660, '-2438.9331'], [1742292720, '-2437.77996'], [1742292780, '-2438.3636'], [1742292840, '-2438.38338'], [1742292900, '-2439.48116'], [1742292960, '-1299.78252'], [1742293020, '-1299.78252'], [1742293080, '-1299.78252'], [1742293140, '-2492.82678'], [1742293200, '-2492.82678'], [1742293260, '-2492.82678'], [1742293320, '-1619.70006'], [1742293380, '-1619.70006'], [1742293440, '-1619.70006'], [1742293500, '-1619.70006'], [1742293560, '-1619.70006'], [1742293680, '-2252.61512'], [1742293740, '-2252.7167'], [1742293800, '-2252.41774'], [1742293860, '-2253.15134'], [1742293920, '-2252.2721'], [1742293980, '-1274.42748'], [1742294040, '-1274.42748'], [1742294100, '-1274.42748'], [1742294160, '-1274.42748'], [1742294220, '-1274.42748']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.gre0', 'device': 'gre0', 'dimension': 'received', 'family': 'gre0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.gre0', 'device': 'gre0', 'dimension': 'sent', 'family': 'gre0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.gretap0', 'device': 'gretap0', 'dimension': 'received', 'family': 'gretap0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.gretap0', 'device': 'gretap0', 'dimension': 'sent', 'family': 'gretap0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.ip6_vti0', 'device': 'ip6_vti0', 'dimension': 'received', 'family': 'ip6_vti0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
"{'__name__': 'netdata_net_net_kilobits_persec_average', 'chart': 'net.ip6_vti0', 'device': 'ip6_vti0', 'dimension': 'sent', 'family': 'ip6_vti0', 'instance': 'host.docker.internal:19999', 'interface_type': 'virtual', 'job': 'netdata'}","[[1742291580, '0'], [1742291640, '0'], [1742291700, '0'], [1742291760, '0'], [1742291820, '0'], [1742291880, '0'], [1742291940, '0'], [1742292000, '0'], [1742292060, '0'], [1742292120, '0'], [1742292180, '0'], [1742292240, '0'], [1742292300, '0'], [1742292360, '0'], [1742292420, '0'], [1742292480, '0'], [1742292540, '0'], [1742292600, '0'], [1742292660, '0'], [1742292720, '0'], [1742292780, '0'], [1742292840, '0'], [1742292900, '0'], [1742292960, '0'], [1742293020, '0'], [1742293080, '0'], [1742293140, '0'], [1742293200, '0'], [1742293260, '0'], [1742293320, '0'], [1742293380, '0'], [1742293440, '0'], [1742293500, '0'], [1742293560, '0'], [1742293680, '0'], [1742293740, '0'], [1742293800, '0'], [1742293860, '0'], [1742293920, '0'], [1742293980, '0'], [1742294040, '0'], [1742294100, '0'], [1742294160, '0'], [1742294220, '0']]",netdata_net_net_kilobits_persec_average
